CallNumber,UnitID,IncidentNumber,CallType,CallDate,WatchDate,CallFinalDisposition,AvailableDtTm,Address,City,ZipcodeofIncident,Battalion,StationArea,Box,OrigPriority,Priority,FinalPriority,ALSUnit,CallTypeGroup,NumAlarms,UnitType,Unitsequenceincalldispatch,FirePreventionDistrict,SupervisorDistrict,Neighborhood,Location,RowID,Delay
20180391,M10,2005488,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 07:46:12 PM,4100 Block of CLEMENT ST,SF,94121,B07,34,7266,3,3,3,true,null,1,MEDIC,2,7,1,Lincoln Park,"(37.7812064711372, -122.503627512321)",020180391-M10,3.0166666666666666
20180392,E41,2005489,Structure Fire,01/18/2002,01/18/2002,Other,01/18/2002 07:19:42 PM,PINE ST/STOCKTON ST,SF,94108,B01,02,1325,3,3,3,false,null,1,ENGINE,1,1,3,Financial District/South Beach,"(37.7912981340936, -122.407322928764)",020180392-E41,1.3166666666666667
20180392,T01,2005489,Structure Fire,01/18/2002,01/18/2002,Other,01/18/2002 07:19:34 PM,PINE ST/STOCKTON ST,SF,94108,B01,02,1325,3,3,3,false,null,1,TRUCK,2,1,3,Financial District/South Beach,"(37.7912981340936, -122.407322928764)",020180392-T01,1.45
20180393,E01,2005490,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 07:23:45 PM,8TH ST/MARKET ST,SF,94103,B02,01,2317,3,3,3,false,null,1,ENGINE,2,2,6,Tenderloin,"(37.778719428853, -122.414741223022)",020180393-E01,5.066666666666666
20180393,RS1,2005490,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 07:23:45 PM,8TH ST/MARKET ST,SF,94103,B02,01,2317,3,3,3,false,null,1,RESCUE SQUAD,3,2,6,Tenderloin,"(37.778719428853, -122.414741223022)",020180393-RS1,4.2
20180395,E06,2005491,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 07:42:21 PM,FILLMORE ST/PAGE ST,SF,94117,B05,06,3531,3,3,3,false,null,1,ENGINE,1,2,5,Hayes Valley,"(37.7730392989418, -122.430629087234)",020180395-E06,2.6
20180395,M05,2005491,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:21:37 PM,FILLMORE ST/PAGE ST,SF,94117,B05,06,3531,3,3,3,true,null,1,MEDIC,2,2,5,Hayes Valley,"(37.7730392989418, -122.430629087234)",020180395-M05,4.666666666666667
20180397,M01,2005492,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 07:48:12 PM,400 Block of POST ST,SF,94102,B01,01,1362,1,1,2,true,null,1,MEDIC,2,1,3,Nob Hill,"(37.7882419232657, -122.409240218448)",020180397-M01,1.4166666666666667
20180398,M01,2005493,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:29:13 PM,POST ST/STOCKTON ST,SF,94108,B01,01,1316,1,1,2,false,null,1,MEDIC,1,1,3,Financial District/South Beach,"(37.7884994798068, -122.406771145217)",020180398-M01,10.783333333333333
20180398,M41,2005493,Medical Incident,01/18/2002,01/18/2002,Other,null,POST ST/STOCKTON ST,SF,94108,B01,01,1316,1,1,2,true,null,1,MEDIC,2,1,3,Financial District/South Beach,"(37.7884994798068, -122.406771145217)",020180398-M41,3.9
20180399,M07,2005494,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:24:27 PM,2900 Block of 26TH ST,SF,94110,B06,09,5616,3,3,3,true,null,1,MEDIC,2,6,9,Mission,"(37.7495741641705, -122.408349594359)",020180399-M07,2.3666666666666667
20180399,T09,2005494,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 07:57:13 PM,2900 Block of 26TH ST,SF,94110,B06,09,5616,3,3,3,true,null,1,TRUCK,1,6,9,Mission,"(37.7495741641705, -122.408349594359)",020180399-T09,3.6666666666666665
20180401,M12,2005495,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 07:50:00 PM,1800 Block of WALLER ST,SF,94122,B05,12,4552,1,1,2,true,null,1,MEDIC,1,5,5,Golden Gate Park,"(37.768154162945, -122.454311620171)",020180401-M12,2.75
20180403,91,2005496,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:08:06 PM,800 Block of BRYANT ST,SF,94103,B03,08,2255,3,3,3,true,null,1,MEDIC,1,3,6,South of Market,"(37.775420706711, -122.403404791479)",020180403-91,2.25
20180404,E21,2005497,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:19:31 PM,1700 Block of HAYES ST,SF,94117,B05,21,4464,3,3,3,false,null,1,ENGINE,2,5,5,Lone Mountain/USF,"(37.7740966687546, -122.445259096027)",020180404-E21,4.466666666666667
20180405,E31,2005498,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:13:09 PM,5000 Block of GEARY BLVD,SF,94118,B07,31,7146,E,E,3,false,null,1,ENGINE,2,7,1,Outer Richmond,"(37.7804797722842, -122.47339937646)",020180405-E31,2.033333333333333
20180405,M14,2005498,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:21:00 PM,5000 Block of GEARY BLVD,SF,94118,B07,31,7146,E,E,3,true,null,1,MEDIC,1,7,1,Outer Richmond,"(37.7804797722842, -122.47339937646)",020180405-M14,1.3
20180405,RC2,2005498,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:21:10 PM,5000 Block of GEARY BLVD,SF,94118,B07,31,7146,E,E,3,true,null,1,RESCUE CAPTAIN,3,7,1,Outer Richmond,"(37.7804797722842, -122.47339937646)",020180405-RC2,2.1333333333333333
20180406,E41,2005499,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:14:10 PM,SACRAMENTO ST/VAN NESS AV,SF,94109,B04,41,3154,3,3,3,false,null,1,ENGINE,2,4,3,Nob Hill,"(37.7912888912559, -122.422514944187)",020180406-E41,2.35
20180406,M41,2005499,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:48:36 PM,SACRAMENTO ST/VAN NESS AV,SF,94109,B04,41,3154,3,3,3,true,null,1,MEDIC,1,4,3,Nob Hill,"(37.7912888912559, -122.422514944187)",020180406-M41,2.05
20180408,E42,2005500,Citizen Assist / Service Call,01/18/2002,01/18/2002,Other,01/18/2002 08:29:05 PM,400 Block of ANDERSON ST,SF,94110,B06,32,5726,3,3,3,false,null,1,ENGINE,1,6,9,Bernal Heights,"(37.7378006756546, -122.415350364076)",020180408-E42,2.2333333333333334
20180409,B09,2005501,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:32:11 PM,MAYNARD ST/MISSION ST,SF,94112,B09,32,6113,3,3,3,false,null,1,CHIEF,6,9,11,Excelsior,"(37.7292278459628, -122.430809258615)",020180409-B09,3.4833333333333334
20180409,E43,2005501,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:32:29 PM,MAYNARD ST/MISSION ST,SF,94112,B09,32,6113,3,3,3,true,null,1,ENGINE,2,9,11,Excelsior,"(37.7292278459628, -122.430809258615)",020180409-E43,1.9
20180409,M43,2005501,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:47:38 PM,MAYNARD ST/MISSION ST,SF,94112,B09,32,6113,3,3,3,true,null,1,MEDIC,1,9,11,Excelsior,"(37.7292278459628, -122.430809258615)",020180409-M43,2.3666666666666667
20180409,RC4,2005501,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:45:20 PM,MAYNARD ST/MISSION ST,SF,94112,B09,32,6113,3,3,3,true,null,1,RESCUE CAPTAIN,3,9,11,Excelsior,"(37.7292278459628, -122.430809258615)",020180409-RC4,3.466666666666667
20180409,RS2,2005501,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:29:16 PM,MAYNARD ST/MISSION ST,SF,94112,B09,32,6113,3,3,3,false,null,1,RESCUE SQUAD,4,9,11,Excelsior,"(37.7292278459628, -122.430809258615)",020180409-RS2,1.4333333333333333
20180409,T15,2005501,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:34:59 PM,MAYNARD ST/MISSION ST,SF,94112,B09,32,6113,3,3,3,true,null,1,TRUCK,5,9,11,Excelsior,"(37.7292278459628, -122.430809258615)",020180409-T15,1.7666666666666666
20180410,E06,2005502,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:35:08 PM,17TH ST/DOUGLASS ST,SF,94114,B05,06,5254,3,3,3,false,null,1,ENGINE,1,5,8,Castro/Upper Market,"(37.7622268680344, -122.439491322733)",020180410-E06,1.5833333333333333
20180410,M12,2005502,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 09:00:58 PM,17TH ST/DOUGLASS ST,SF,94114,B05,06,5254,3,3,3,true,null,1,MEDIC,2,5,8,Castro/Upper Market,"(37.7622268680344, -122.439491322733)",020180410-M12,1.8166666666666667
20180411,M15,2005503,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 09:42:26 PM,19TH AV/WINSTON DR,SF,94132,B08,19,8725,3,3,3,true,null,1,MEDIC,2,9,7,Lakeshore,"(37.7269907019127, -122.474900344293)",020180411-M15,2.3666666666666667
20180411,T19,2005503,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:46:27 PM,19TH AV/WINSTON DR,SF,94132,B08,19,8725,3,3,3,true,null,1,TRUCK,1,9,7,Lakeshore,"(37.7269907019127, -122.474900344293)",020180411-T19,2.6166666666666667
20180412,M36,2005504,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:51:27 PM,1200 Block of MARKET ST,SF,94102,B02,01,2317,1,1,2,true,null,1,MEDIC,1,2,6,Tenderloin,"(37.7783029377815, -122.415436837337)",020180412-M36,6.616666666666666
20180413,M07,2005505,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 09:14:02 PM,500 Block of LAIDLEY ST,SF,94131,B06,26,8111,1,1,2,true,null,1,MEDIC,1,6,8,Glen Park,"(37.7355057121081, -122.431580859975)",020180413-M07,6.216666666666667
20180416,E42,2005507,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:42:30 PM,300 Block of ELLSWORTH ST,SF,94110,B06,32,5726,3,3,3,false,null,1,ENGINE,1,6,9,Bernal Heights,"(37.7386278332593, -122.41451709387)",020180416-E42,3.2333333333333334
20180416,M32,2005507,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 09:44:45 PM,300 Block of ELLSWORTH ST,SF,94110,B06,32,5726,3,3,3,true,null,1,MEDIC,3,6,9,Bernal Heights,"(37.7386278332593, -122.41451709387)",020180416-M32,2.6166666666666667
20180416,RC3,2005507,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:49:30 PM,300 Block of ELLSWORTH ST,SF,94110,B06,32,5726,3,3,3,true,null,1,RESCUE CAPTAIN,4,6,9,Bernal Heights,"(37.7386278332593, -122.41451709387)",020180416-RC3,3.4166666666666665
20180416,T09,2005507,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:42:31 PM,300 Block of ELLSWORTH ST,SF,94110,B06,32,5726,3,3,3,true,null,1,TRUCK,2,6,9,Bernal Heights,"(37.7386278332593, -122.41451709387)",020180416-T09,37.833333333333336
20180417,E02,2005508,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:44:02 PM,600 Block of PACIFIC AVE,SF,94133,B01,13,1246,3,3,3,false,null,1,ENGINE,2,1,3,Chinatown,"(37.7969499169338, -122.406009670118)",020180417-E02,3.0166666666666666
20180417,M28,2005508,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 09:07:32 PM,600 Block of PACIFIC AVE,SF,94133,B01,13,1246,3,3,3,true,null,1,MEDIC,1,1,3,Chinatown,"(37.7969499169338, -122.406009670118)",020180417-M28,1.95
20180418,E14,2005509,Outside Fire,01/18/2002,01/18/2002,Other,01/18/2002 08:43:48 PM,29TH AV/GEARY BL,SF,94121,B07,14,7226,3,3,3,false,null,1,ENGINE,1,7,1,Outer Richmond,"(37.7798905753776, -122.489013490407)",020180418-E14,2.4833333333333334
20180419,E32,2005510,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:55:29 PM,200 Block of VALLEY ST,SF,94131,B06,11,5563,3,3,3,false,null,1,ENGINE,1,6,8,Noe Valley,"(37.7443755609433, -122.427847565792)",020180419-E32,2.933333333333333
20180419,M29,2005510,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 09:40:32 PM,200 Block of VALLEY ST,SF,94131,B06,11,5563,3,3,3,true,null,1,MEDIC,2,6,8,Noe Valley,"(37.7443755609433, -122.427847565792)",020180419-M29,2.55
20180420,M08,2005511,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 09:31:30 PM,2700 Block of 20TH ST,SF,94110,B06,07,5451,E,E,3,true,null,1,MEDIC,3,6,9,Mission,"(37.7592211417293, -122.408416599356)",020180420-M08,2.55
20180420,RC3,2005511,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 09:00:11 PM,2700 Block of 20TH ST,SF,94110,B06,07,5451,E,E,3,false,null,1,RESCUE CAPTAIN,4,6,9,Mission,"(37.7592211417293, -122.408416599356)",020180420-RC3,3.1166666666666667
20180420,RS2,2005511,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:54:04 PM,2700 Block of 20TH ST,SF,94110,B06,07,5451,E,E,3,false,null,1,RESCUE SQUAD,1,6,9,Mission,"(37.7592211417293, -122.408416599356)",020180420-RS2,2.05
20180420,T09,2005511,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:59:52 PM,2700 Block of 20TH ST,SF,94110,B06,07,5451,E,E,3,true,null,1,TRUCK,2,6,9,Mission,"(37.7592211417293, -122.408416599356)",020180420-T09,1.85
20180421,E01,2005512,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 09:00:56 PM,CYRIL MAGNIN ST/EDDY ST,SF,94102,B03,01,1453,3,3,3,false,null,1,ENGINE,1,3,6,Tenderloin,"(37.7844527288793, -122.408493159961)",020180421-E01,3.85
20180421,M01,2005512,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 09:34:14 PM,CYRIL MAGNIN ST/EDDY ST,SF,94102,B03,01,1453,3,3,3,true,null,1,MEDIC,2,3,6,Tenderloin,"(37.7844527288793, -122.408493159961)",020180421-M01,3.316666666666667
20180423,E35,2005513,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 08:58:09 PM,200 Block of MARKET ST,SF,94111,B01,13,1113,3,3,3,false,null,1,ENGINE,2,1,3,Financial District/South Beach,"(37.793249234551, -122.39649383735)",020180423-E35,2.8833333333333333
20180423,M13,2005513,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 09:15:18 PM,200 Block of MARKET ST,SF,94111,B01,13,1113,3,3,3,true,null,1,MEDIC,1,1,3,Financial District/South Beach,"(37.793249234551, -122.39649383735)",020180423-M13,2.1666666666666665
20180427,E21,2005514,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 09:04:06 PM,100 Block of CLAYTON ST,SF,94117,B05,21,4523,3,3,3,false,null,1,ENGINE,1,5,5,Lone Mountain/USF,"(37.773983549917, -122.449489915996)",020180427-E21,2.45
20180428,91,2005515,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 10:02:56 PM,23RD ST/SAN JOSE AV,SF,94110,B06,11,5512,2,2,2,true,null,1,MEDIC,1,6,8,Mission,"(37.7536604581709, -122.421517872907)",020180428-91,5.45
20180429,E22,2005516,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 09:17:41 PM,1700 Block of 9TH AVE,SF,94122,B08,22,7336,3,3,3,false,null,1,ENGINE,1,8,7,Inner Sunset,"(37.7556426328934, -122.465795067929)",020180429-E22,2.45
20180429,E40,2005516,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 09:27:57 PM,1700 Block of 9TH AVE,SF,94122,B08,22,7336,3,3,3,true,null,1,ENGINE,3,8,7,Inner Sunset,"(37.7556426328934, -122.465795067929)",020180429-E40,1.7666666666666666
20180429,M12,2005516,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 09:56:27 PM,1700 Block of 9TH AVE,SF,94122,B08,22,7336,3,3,3,true,null,1,MEDIC,2,8,7,Inner Sunset,"(37.7556426328934, -122.465795067929)",020180429-M12,1.3166666666666667
20180430,E33,2005517,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 09:33:28 PM,900 Block of HURON AVE,SF,94112,B09,33,8354,3,3,3,false,null,1,ENGINE,1,9,11,Outer Mission,"(37.7096599196196, -122.452528533656)",020180430-E33,2.7333333333333334
20180430,M43,2005517,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 10:24:38 PM,900 Block of HURON AVE,SF,94112,B09,33,8354,3,3,3,true,null,1,MEDIC,2,9,11,Outer Mission,"(37.7096599196196, -122.452528533656)",020180430-M43,2.55
20180430,RC4,2005517,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 10:19:58 PM,900 Block of HURON AVE,SF,94112,B09,33,8354,3,3,3,true,null,1,RESCUE CAPTAIN,3,9,11,Outer Mission,"(37.7096599196196, -122.452528533656)",020180430-RC4,3.316666666666667
20180431,E12,2005518,Citizen Assist / Service Call,01/18/2002,01/18/2002,Other,01/18/2002 09:32:03 PM,500 Block of SHRADER ST,SF,94117,B05,12,4545,3,3,3,false,null,1,ENGINE,1,5,5,Haight Ashbury,"(37.7698544403121, -122.451892157829)",020180431-E12,1.7833333333333334
20180432,E03,2005519,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 09:33:13 PM,900 Block of GEARY ST,SF,94109,B04,03,3116,3,3,3,true,null,1,ENGINE,1,4,6,Tenderloin,"(37.7859427265455, -122.418902557609)",020180432-E03,2.5833333333333335
20180432,M03,2005519,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 10:07:09 PM,900 Block of GEARY ST,SF,94109,B04,03,3116,3,3,3,true,null,1,MEDIC,2,4,6,Tenderloin,"(37.7859427265455, -122.418902557609)",020180432-M03,2.566666666666667
20180433,E29,2005520,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 09:39:11 PM,9TH ST/MCLEA CT,SF,94103,B03,29,2333,3,3,3,true,null,1,ENGINE,1,2,6,South of Market,"(37.7717321060888, -122.409083148236)",020180433-E29,3.716666666666667
20180433,M36,2005520,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 10:13:39 PM,9TH ST/MCLEA CT,SF,94103,B03,29,2333,3,3,3,true,null,1,MEDIC,2,2,6,South of Market,"(37.7717321060888, -122.409083148236)",020180433-M36,4.2
20180434,E25,2005521,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 09:57:53 PM,1300 Block of HUDSON AVE,SF,94124,B10,25,6565,1,1,2,false,null,1,ENGINE,2,10,10,Bayview Hunters Point,"(37.7370601610355, -122.383855728734)",020180434-E25,15.216666666666667
20180434,M17,2005521,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 10:45:28 PM,1300 Block of HUDSON AVE,SF,94124,B10,25,6565,1,1,2,true,null,1,MEDIC,1,10,10,Bayview Hunters Point,"(37.7370601610355, -122.383855728734)",020180434-M17,2.2
20180435,E07,2005522,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 09:44:40 PM,900 Block of POTRERO AVE,SF,94110,B10,07,2553,3,3,3,false,null,1,ENGINE,2,10,9,Potrero Hill,"(37.7564927890408, -122.406789115471)",020180435-E07,3.466666666666667
20180435,M07,2005522,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 09:57:01 PM,900 Block of POTRERO AVE,SF,94110,B10,07,2553,3,3,3,true,null,1,MEDIC,1,10,9,Potrero Hill,"(37.7564927890408, -122.406789115471)",020180435-M07,2.2
20180436,M29,2005523,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 10:25:30 PM,700 Block of CAPITOL AVE,SF,94112,B09,33,8373,1,1,2,true,null,1,MEDIC,1,9,11,Oceanview/Merced/Ingleside,"(37.7170286522761, -122.459137060052)",020180436-M29,11.983333333333333
20180437,E22,2005524,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 09:54:51 PM,1600 Block of 21ST AVE,SF,94122,B08,22,7427,3,3,3,false,null,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7569400802646, -122.478878518841)",020180437-E22,2.85
20180437,M18,2005524,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 11:00:12 PM,1600 Block of 21ST AVE,SF,94122,B08,22,7427,3,3,3,true,null,1,MEDIC,2,8,4,Sunset/Parkside,"(37.7569400802646, -122.478878518841)",020180437-M18,2.8
20180438,E44,2005525,Structure Fire,01/18/2002,01/18/2002,Other,01/18/2002 09:46:58 PM,GOETTINGEN ST/WILDE AV,SF,94134,B10,44,6316,3,3,3,true,null,1,ENGINE,1,10,10,Visitacion Valley,"(37.7161345027746, -122.402121212893)",020180438-E44,1.45
20180438,T17,2005525,Structure Fire,01/18/2002,01/18/2002,Other,01/18/2002 09:46:58 PM,GOETTINGEN ST/WILDE AV,SF,94134,B10,44,6316,3,3,3,true,null,1,TRUCK,2,10,10,Visitacion Valley,"(37.7161345027746, -122.402121212893)",020180438-T17,1.5
20180439,E19,2005526,Outside Fire,01/18/2002,01/18/2002,Other,01/18/2002 09:51:52 PM,19TH AV/WINSTON DR,SF,94132,B08,19,8725,3,3,3,true,null,1,ENGINE,1,9,7,Lakeshore,"(37.7269907019127, -122.474900344293)",020180439-E19,1.95
20180440,E19,2005527,Outside Fire,01/18/2002,01/18/2002,Other,01/18/2002 09:57:25 PM,19TH AV/WINSTON DR,SF,94132,B08,19,8725,3,3,3,true,null,1,ENGINE,1,9,7,Lakeshore,"(37.7269907019127, -122.474900344293)",020180440-E19,1.4
20180442,E33,2005529,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 10:19:10 PM,300 Block of SHIELDS ST,SF,94132,B09,33,8444,E,E,3,false,null,1,ENGINE,1,9,11,Oceanview/Merced/Ingleside,"(37.7179700694997, -122.465789243584)",020180442-E33,1.6666666666666667
20180442,M15,2005529,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 10:43:22 PM,300 Block of SHIELDS ST,SF,94132,B09,33,8444,E,E,3,true,null,1,MEDIC,3,9,11,Oceanview/Merced/Ingleside,"(37.7179700694997, -122.465789243584)",020180442-M15,1.2
20180442,T15,2005529,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 10:16:54 PM,300 Block of SHIELDS ST,SF,94132,B09,33,8444,E,E,3,true,null,1,TRUCK,2,9,11,Oceanview/Merced/Ingleside,"(37.7179700694997, -122.465789243584)",020180442-T15,1.8166666666666667
20180444,M05,2005530,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 10:25:14 PM,FILLMORE ST/FULTON ST,SF,94117,B05,05,3521,1,1,2,true,null,1,MEDIC,1,5,5,Hayes Valley,"(37.777699925281, -122.431574643438)",020180444-M05,2.2
20180445,M14,2005532,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 10:35:31 PM,1000 Block of GREAT HWY,SF,94122,B07,34,7316,2,2,2,true,null,1,MEDIC,1,7,1,Golden Gate Park,"(37.7672442209616, -122.510225749052)",020180445-M14,6.4
20180446,E10,2005531,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 10:30:37 PM,0 Block of HEATHER AVE,SF,94118,B05,10,4374,3,3,3,false,null,1,ENGINE,2,5,2,Presidio Heights,"(37.7849179152553, -122.452798317588)",020180446-E10,4.166666666666667
20180446,M10,2005531,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 10:46:41 PM,0 Block of HEATHER AVE,SF,94118,B05,10,4374,3,3,3,true,null,1,MEDIC,1,5,2,Presidio Heights,"(37.7849179152553, -122.452798317588)",020180446-M10,4.016666666666667
20180447,E42,2005533,Structure Fire,01/18/2002,01/18/2002,Other,01/18/2002 10:36:22 PM,CHARTER OAK AV/INDUSTRIAL ST,SF,94124,B10,42,6381,3,3,3,false,null,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.738498056658, -122.405028366917)",020180447-E42,0.9833333333333333
20180447,T09,2005533,Structure Fire,01/18/2002,01/18/2002,Other,01/18/2002 10:36:22 PM,CHARTER OAK AV/INDUSTRIAL ST,SF,94124,B10,42,6381,3,3,3,true,null,1,TRUCK,2,10,10,Bayview Hunters Point,"(37.738498056658, -122.405028366917)",020180447-T09,1.6
20180448,B07,2005534,Alarms,01/18/2002,01/18/2002,Other,01/18/2002 10:55:02 PM,3800 Block of CALIFORNIA ST,SF,94118,B07,10,7114,3,3,3,false,null,1,CHIEF,3,7,2,Presidio Heights,"(37.7859482696141, -122.457523579437)",020180448-B07,2.3
20180448,E10,2005534,Alarms,01/18/2002,01/18/2002,Other,01/18/2002 10:54:36 PM,3800 Block of CALIFORNIA ST,SF,94118,B07,10,7114,3,3,3,false,null,1,ENGINE,1,7,2,Presidio Heights,"(37.7859482696141, -122.457523579437)",020180448-E10,1.4
20180448,T10,2005534,Alarms,01/18/2002,01/18/2002,Other,01/18/2002 10:55:02 PM,3800 Block of CALIFORNIA ST,SF,94118,B07,10,7114,3,3,3,false,null,1,TRUCK,2,7,2,Presidio Heights,"(37.7859482696141, -122.457523579437)",020180448-T10,2.2666666666666666
20180449,M17,2005535,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 11:30:37 PM,3RD ST/LA SALLE AV,SF,94124,B10,17,6515,3,3,3,true,null,1,MEDIC,3,10,10,Bayview Hunters Point,"(37.7371695334489, -122.389864463351)",020180449-M17,4.216666666666667
20180449,RC4,2005535,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 11:07:06 PM,3RD ST/LA SALLE AV,SF,94124,B10,17,6515,3,3,3,true,null,1,RESCUE CAPTAIN,2,10,10,Bayview Hunters Point,"(37.7371695334489, -122.389864463351)",020180449-RC4,6.133333333333334
20180449,T17,2005535,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 10:58:03 PM,3RD ST/LA SALLE AV,SF,94124,B10,17,6515,3,3,3,true,null,1,TRUCK,1,10,10,Bayview Hunters Point,"(37.7371695334489, -122.389864463351)",020180449-T17,4.633333333333334
20180450,M01,2005536,Medical Incident,01/18/2002,01/18/2002,Other,01/19/2002 12:22:23 AM,400 Block of EDDY ST,SF,94102,B02,03,1545,2,2,2,true,null,1,MEDIC,1,2,6,Tenderloin,"(37.7835654755497, -122.415051136249)",020180450-M01,5.683333333333334
20180451,E36,2005537,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 11:16:57 PM,GROVE ST/LARKIN ST,SF,94102,B02,36,1552,3,3,3,false,null,1,ENGINE,1,2,6,Tenderloin,"(37.7786578549412, -122.416580344698)",020180451-E36,2.5
20180451,M36,2005537,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 11:49:37 PM,GROVE ST/LARKIN ST,SF,94102,B02,36,1552,3,3,3,true,null,1,MEDIC,2,2,6,Tenderloin,"(37.7786578549412, -122.416580344698)",020180451-M36,2.466666666666667
20180452,E28,2005538,Structure Fire,01/18/2002,01/18/2002,Other,01/18/2002 11:23:06 PM,BEACH ST/JONES ST,SF,94133,B01,28,1521,3,3,3,false,null,1,ENGINE,1,1,3,North Beach,"(37.8070725139897, -122.417260632444)",020180452-E28,3.4166666666666665
20180452,T02,2005538,Structure Fire,01/18/2002,01/18/2002,Other,01/18/2002 11:23:06 PM,BEACH ST/JONES ST,SF,94133,B01,28,1521,3,3,3,false,null,1,TRUCK,2,1,3,North Beach,"(37.8070725139897, -122.417260632444)",020180452-T02,3.1166666666666667
20180453,M05,2005539,Medical Incident,01/18/2002,01/18/2002,Other,01/18/2002 11:40:39 PM,0 Block of FELL ST,SF,94102,B02,36,3111,1,1,2,true,null,1,MEDIC,1,2,6,Tenderloin,"(37.7764405100838, -122.418481123408)",020180453-M05,7.5
